GEO_ID,COUNTY,TOTAL,TOTALurban,TOTALinsideurbanizedareas,TOTALurbanclusters,TOTALrural,STATE
51137,Orange,33481,14136,0,14136,19345,Virginia
46011,Brookings,31965,22482,0,22482,9483,SouthDakota
54087,Roane,14926,2986,0,2986,11940,WestVirginia
38047,Logan,1990,0,0,0,1990,NorthDakota
21093,Hardin,105543,69434,69434,0,36109,Kentucky
51027,Buchanan,24098,0,0,0,24098,Virginia
47105,Loudon,48556,28836,28836,0,19720,Tennessee
5039,Dallas,8116,3844,0,3844,4272,Arkansas
21237,Wolfe,7355,0,0,0,7355,Kentucky
24033,Prince George's,863420,846439,846439,0,16981,Maryland
18041,Fayette,24277,15347,0,15347,8930,Indiana
72067,Hormigueros Municipio,17250,17216,17216,0,34,PuertoRico
36015,Chemung,88830,67352,67352,0,21478,NewYork
48061,Cameron,406220,372013,352640,19373,34207,Texas
26101,Manistee,24733,9606,0,9606,15127,Michigan
37103,Jones,10153,0,0,0,10153,NorthCarolina
13279,Toombs,27223,13324,0,13324,13899,Georgia
55007,Bayfield,15014,0,0,0,15014,Wisconsin
31067,Gage,22311,12405,0,12405,9906,Nebraska
36047,Kings,2504700,2504663,2504663,0,37,NewYork
34041,Warren,108692,67862,52506,15356,40830,NewJersey
13277,Tift,40118,23757,0,23757,16361,Georgia
8014,Broomfield,55889,55563,55563,0,326,Colorado
48135,Ector,137130,124164,124164,0,12966,Texas
19165,Shelby,12167,4934,0,4934,7233,Iowa
30073,Pondera,6153,2578,0,2578,3575,Montana
40007,Beaver,5636,0,0,0,5636,Oklahoma
48407,San Jacinto,26384,0,0,0,26384,Texas
48171,Gillespie,24837,11511,0,11511,13326,Texas
48343,Morris,12934,2791,0,2791,10143,Texas
47165,Sumner,160645,115853,105034,10819,44792,Tennessee
28083,Leflore,32317,26603,0,26603,5714,Mississippi
5077,Lee,10424,3804,0,3804,6620,Arkansas
51770,Roanoke city,97032,97026,97026,0,6,Virginia
13301,Warren,5834,0,0,0,5834,Georgia
42115,Susquehanna,43356,6924,4339,2585,36432,Pennsylvania
18001,Adams,34387,15930,0,15930,18457,Indiana
19059,Dickinson,16667,10826,0,10826,5841,Iowa
16053,Jerome,22374,10892,0,10892,11482,Idaho
13175,Laurens,48434,20999,0,20999,27435,Georgia
72033,Cata?o Municipio,28140,28136,28136,0,4,PuertoRico
5021,Clay,16083,6617,0,6617,9466,Arkansas
48195,Hansford,5613,3349,0,3349,2264,Texas
20135,Ness,3107,0,0,0,3107,Kansas
32019,Lyon,51980,32780,754,32026,19200,Nevada
36077,Otsego,62259,18325,0,18325,43934,NewYork
35031,McKinley,71492,30471,0,30471,41021,NewMexico
42039,Crawford,88765,32221,0,32221,56544,Pennsylvania
13155,Irwin,9538,3366,0,3366,6172,Georgia
46003,Aurora,2710,0,0,0,2710,SouthDakota
28059,Jackson,139668,101594,97637,3957,38074,Mississippi
49051,Wasatch,23530,17212,0,17212,6318,Utah
35051,Sierra,11988,7918,0,7918,4070,NewMexico
41003,Benton,85579,69521,69521,0,16058,Oregon
28001,Adams,32297,20274,0,20274,12023,Mississippi
51195,Wise,41452,17961,0,17961,23491,Virginia
35006,Cibola,27213,12152,0,12152,15061,NewMexico
51520,Bristol city,17835,17828,17828,0,7,Virginia
29017,Bollinger,12363,0,0,0,12363,Missouri
54101,Webster,9154,0,0,0,9154,WestVirginia
28019,Choctaw,8547,0,0,0,8547,Mississippi
13099,Early,11008,3748,0,3748,7260,Georgia
42101,Philadelphia,1526006,1526006,1526006,0,0,Pennsylvania
46041,Dewey,5301,1904,0,1904,3397,SouthDakota
28155,Webster,10253,0,0,0,10253,Mississippi
16071,Oneida,4286,0,0,0,4286,Idaho
36083,Rensselaer,159429,110784,107192,3592,48645,NewYork
21179,Nelson,43437,18702,0,18702,24735,Kentucky
54003,Berkeley,104169,71225,71225,0,32944,WestVirginia
49057,Weber,231236,217822,217822,0,13414,Utah
56031,Platte,8667,3584,0,3584,5083,Wyoming
6059,Orange,3010232,3005917,3005917,0,4315,California
13085,Dawson,22330,4397,4397,0,17933,Georgia
19171,Tama,17767,4904,0,4904,12863,Iowa
48085,Collin,782341,741325,730300,11025,41016,Texas
20191,Sumner,24132,8964,1181,7783,15168,Kansas
25001,Barnstable,215888,199733,196581,3152,16155,Massachusetts
55041,Forest,9304,0,0,0,9304,Wisconsin
31119,Madison,34876,25144,0,25144,9732,Nebraska
21073,Franklin,49285,35705,0,35705,13580,Kentucky
48361,Orange,81837,53054,53054,0,28783,Texas
20037,Crawford,39134,25465,0,25465,13669,Kansas
46077,Kingsbury,5148,0,0,0,5148,SouthDakota
1023,Choctaw,13859,0,0,0,13859,Alabama
8019,Clear Creek,9088,0,0,0,9088,Colorado
13101,Echols,4034,0,0,0,4034,Georgia
8119,Teller,23350,8732,0,8732,14618,Colorado
16013,Blaine,21376,14372,0,14372,7004,Idaho
1089,Madison,334811,279763,276556,3207,55048,Alabama
30009,Carbon,10078,0,0,0,10078,Montana
19159,Ringgold,5131,0,0,0,5131,Iowa
20089,Jewell,3077,0,0,0,3077,Kansas
42123,Warren,41815,18799,0,18799,23016,Pennsylvania
12095,Orange,1145956,1122554,1116558,5996,23402,Florida
21009,Barren,42173,15488,0,15488,26685,Kentucky
27035,Crow Wing,62500,23290,0,23290,39210,Minnesota
17069,Hardin,4320,0,0,0,4320,Illinois
30059,Meagher,1891,0,0,0,1891,Montana
55025,Dane,488073,427894,401661,26233,60179,Wisconsin
48077,Clay,10752,2731,0,2731,8021,Texas
48281,Lampasas,19677,6244,164,6080,13433,Texas
26139,Ottawa,263801,210208,206257,3951,53593,Michigan
51740,Portsmouth city,95535,95535,95535,0,0,Virginia
53031,Jefferson,29872,12705,0,12705,17167,Washington
26041,Delta,37069,20850,0,20850,16219,Michigan
32027,Pershing,6753,0,0,0,6753,Nevada
10003,New Castle,538479,513696,484281,29415,24783,Delaware
24015,Cecil,101108,58539,58539,0,42569,Maryland
16041,Franklin,12786,4323,0,4323,8463,Idaho
51149,Prince George,35725,16647,16647,0,19078,Virginia
27145,Stearns,150642,95005,80743,14262,55637,Minnesota
6099,Stanislaus,514453,473396,433288,40108,41057,California
48495,Winkler,7110,5821,0,5821,1289,Texas
40075,Kiowa,9446,3622,0,3622,5824,Oklahoma
21105,Hickman,4902,0,0,0,4902,Kentucky
56009,Converse,13833,6175,0,6175,7658,Wyoming
6061,Placer,348432,300393,254704,45689,48039,California
48019,Bandera,20485,0,0,0,20485,Texas
42097,Northumberland,94528,61575,1629,59946,32953,Pennsylvania
33013,Merrimack,146445,66467,15900,50567,79978,NewHampshire
8017,Cheyenne,1836,0,0,0,1836,Colorado
48299,Llano,19301,10581,0,10581,8720,Texas
53057,Skagit,116901,82975,62966,20009,33926,Washington
47151,Scott,22228,4322,0,4322,17906,Tennessee
19151,Pocahontas,7310,0,0,0,7310,Iowa
48133,Eastland,18583,7369,0,7369,11214,Texas
55063,La Crosse,114638,95347,95347,0,19291,Wisconsin
47055,Giles,29485,7741,0,7741,21744,Tennessee
5065,Izard,13696,0,0,0,13696,Arkansas
37049,Craven,103505,74825,50503,24322,28680,NorthCarolina
50009,Essex,6306,0,0,0,6306,Vermont
17033,Crawford,19817,7894,0,7894,11923,Illinois
8111,San Juan,699,0,0,0,699,Colorado
12027,DeSoto,34862,18741,1251,17490,16121,Florida
29093,Iron,10630,2673,0,2673,7957,Missouri
17123,Marshall,12640,0,0,0,12640,Illinois
48357,Ochiltree,10223,8801,0,8801,1422,Texas
50023,Washington,59534,28097,0,28097,31437,Vermont
13315,Wilcox,9255,0,0,0,9255,Georgia
13161,Jeff Davis,15068,4594,0,4594,10474,Georgia
40133,Seminole,25482,9002,0,9002,16480,Oklahoma
51017,Bath,4731,0,0,0,4731,Virginia
72081,Lares Municipio,30753,22842,22842,0,7911,PuertoRico
1117,Shelby,195085,150323,147681,2642,44762,Alabama
5115,Pope,61754,28102,0,28102,33652,Arkansas
29221,Washington,25195,4919,0,4919,20276,Missouri
37015,Bertie,21282,3566,0,3566,17716,NorthCarolina
24001,Allegany,75087,54624,49619,5005,20463,Maryland
48377,Presidio,7818,4654,0,4654,3164,Texas
23027,Waldo,38786,3358,0,3358,35428,Maine
54077,Preston,33520,3201,0,3201,30319,WestVirginia
47141,Putnam,72321,47026,0,47026,25295,Tennessee
47049,Fentress,17959,0,0,0,17959,Tennessee
46095,Mellette,2048,0,0,0,2048,SouthDakota
31175,Valley,4260,0,0,0,4260,Nebraska
45089,Williamsburg,34423,6218,0,6218,28205,SouthCarolina
25027,Worcester,798552,651696,633925,17771,146856,Massachusetts
8043,Fremont,46824,34453,0,34453,12371,Colorado
30017,Custer,11699,9604,0,9604,2095,Montana
17061,Greene,13886,4048,0,4048,9838,Illinois
46009,Bon Homme,7070,0,0,0,7070,SouthDakota
34009,Cape May,97265,80288,80288,0,16977,NewJersey
31061,Franklin,3225,0,0,0,3225,Nebraska
48223,Hopkins,35161,14196,0,14196,20965,Texas
51061,Fauquier,65203,27714,21089,6625,37489,Virginia
2282,Yakutat City and Borough,662,0,0,0,662,Alaska
55061,Kewaunee,20574,5692,0,5692,14882,Wisconsin
16043,Fremont,13242,3702,0,3702,9540,Idaho
28161,Yalobusha,12678,2622,0,2622,10056,Mississippi
18139,Rush,17392,6755,0,6755,10637,Indiana
48233,Hutchinson,22150,17152,0,17152,4998,Texas
17149,Pike,16430,4550,0,4550,11880,Illinois
31117,McPherson,539,0,0,0,539,Nebraska
40127,Pushmataha,11572,0,0,0,11572,Oklahoma
17099,LaSalle,113924,79502,0,79502,34422,Illinois
72053,Fajardo Municipio,36993,36209,36209,0,784,PuertoRico
40063,Hughes,14003,5768,0,5768,8235,Oklahoma
21109,Jackson,13494,0,0,0,13494,Kentucky
31135,Perkins,2970,0,0,0,2970,Nebraska
17023,Clark,16335,6609,0,6609,9726,Illinois
47095,Lake,7832,0,0,0,7832,Tennessee
29167,Polk,31137,9693,0,9693,21444,Missouri
37059,Davie,41240,12253,7062,5191,28987,NorthCarolina
51107,Loudoun,312311,272957,259231,13726,39354,Virginia
37073,Gates,12197,0,0,0,12197,NorthCarolina
6009,Calaveras,45578,11208,0,11208,34370,California
4007,Gila,53597,31589,0,31589,22008,Arizona
40125,Pottawatomie,69442,34255,0,34255,35187,Oklahoma
29186,Ste. Genevieve,18145,4329,0,4329,13816,Missouri
35061,Valencia,76569,63758,63758,0,12811,NewMexico
48267,Kimble,4607,2566,0,2566,2041,Texas
18079,Jennings,28525,11354,0,11354,17171,Indiana
21047,Christian,73955,52837,20346,32491,21118,Kentucky
37117,Martin,24505,5361,0,5361,19144,NorthCarolina
29005,Atchison,5685,0,0,0,5685,Missouri
30103,Treasure,718,0,0,0,718,Montana
29021,Buchanan,89201,77273,77251,22,11928,Missouri
18179,Wells,27636,13663,0,13663,13973,Indiana
4021,Pinal,375770,293459,200094,93365,82311,Arizona
26157,Tuscola,55729,8827,0,8827,46902,Michigan
22021,Caldwell Parish,10132,0,0,0,10132,Louisiana
20053,Ellsworth,6497,2982,0,2982,3515,Kansas
47157,Shelby,927644,902043,891357,10686,25601,Tennessee
27045,Fillmore,20866,1402,0,1402,19464,Minnesota
8013,Boulder,294567,268312,268312,0,26255,Colorado
55083,Oconto,37660,7026,132,6894,30634,Wisconsin
24021,Frederick,233385,174554,157002,17552,58831,Maryland
18165,Vermillion,16212,6425,0,6425,9787,Indiana
48333,Mills,4936,0,0,0,4936,Texas
13063,Clayton,259424,257121,257121,0,2303,Georgia
17093,Kendall,114736,102781,102781,0,11955,Illinois
18027,Daviess,31648,12570,0,12570,19078,Indiana
37125,Moore,88247,43543,0,43543,44704,NorthCarolina
21101,Henderson,46250,28583,28583,0,17667,Kentucky
54049,Marion,56418,33014,0,33014,23404,WestVirginia
38057,Mercer,8424,2949,0,2949,5475,NorthDakota
49031,Piute,1556,0,0,0,1556,Utah
17075,Iroquois,29718,8398,0,8398,21320,Illinois
26047,Emmet,32694,8210,0,8210,24484,Michigan
46121,Todd,9612,0,0,0,9612,SouthDakota
20141,Osborne,3858,0,0,0,3858,Kansas
26129,Ogemaw,21699,0,0,0,21699,Michigan
5129,Searcy,8195,0,0,0,8195,Arkansas
39143,Sandusky,60944,34041,0,34041,26903,Ohio
53023,Garfield,2266,0,0,0,2266,Washington
46031,Corson,4050,0,0,0,4050,SouthDakota
48097,Cooke,38437,15746,0,15746,22691,Texas
48273,Kleberg,32061,26011,0,26011,6050,Texas
13153,Houston,139900,125963,125963,0,13937,Georgia
46129,Walworth,5438,3457,0,3457,1981,SouthDakota
39009,Athens,64757,36801,0,36801,27956,Ohio
20025,Clark,2215,0,0,0,2215,Kansas
24013,Carroll,167134,101106,89188,11918,66028,Maryland
49013,Duchesne,18607,5915,0,5915,12692,Utah
36019,Clinton,82128,29438,0,29438,52690,NewYork
48413,Schleicher,3461,0,0,0,3461,Texas
48507,Zavala,11677,7236,0,7236,4441,Texas
29229,Wright,18815,4398,0,4398,14417,Missouri
17141,Ogle,53497,28300,0,28300,25197,Illinois
13169,Jones,28669,9256,4690,4566,19413,Georgia
13215,Muscogee,189885,184231,184231,0,5654,Georgia
13233,Polk,41475,20148,0,20148,21327,Georgia
72139,Trujillo Alto Municipio,74842,74842,74842,0,0,PuertoRico
8067,La Plata,51334,20560,0,20560,30774,Colorado
40101,Muskogee,70990,41801,0,41801,29189,Oklahoma
16047,Gooding,15464,6482,0,6482,8982,Idaho
17163,St. Clair,270056,243713,228843,14870,26343,Illinois
19039,Clarke,9286,4819,0,4819,4467,Iowa
20083,Hodgeman,1916,0,0,0,1916,Kansas
22045,Iberia Parish,73240,52633,46310,6323,20607,Louisiana
36095,Schoharie,32749,5618,0,5618,27131,NewYork
46113,Shannon,13586,2720,0,2720,10866,SouthDakota
48363,Palo Pinto,28111,13995,0,13995,14116,Texas
30089,Sanders,11413,0,0,0,11413,Montana
72151,Yabucoa Municipio,37941,32192,32192,0,5749,PuertoRico
38061,Mountrail,7673,0,0,0,7673,NorthDakota
47173,Union,19109,0,0,0,19109,Tennessee
6007,Butte,220000,178416,98176,80240,41584,California
20131,Nemaha,10178,2520,0,2520,7658,Kansas
39063,Hancock,74782,51517,0,51517,23265,Ohio
39139,Richland,124475,84575,75250,9325,39900,Ohio
5135,Sharp,17264,3443,0,3443,13821,Arkansas
36033,Franklin,51599,19259,0,19259,32340,NewYork
30015,Chouteau,5813,0,0,0,5813,Montana
18173,Warrick,59689,42196,35938,6258,17493,Indiana
21023,Bracken,8488,0,0,0,8488,Kentucky
17115,Macon,110768,93863,93863,0,16905,Illinois
30023,Deer Lodge,9298,6170,0,6170,3128,Montana
23015,Lincoln,34457,0,0,0,34457,Maine
37001,Alamance,151131,107971,107971,0,43160,NorthCarolina
48227,Howard,35012,27987,0,27987,7025,Texas
72079,Lajas Municipio,25753,21048,21048,0,4705,PuertoRico
13157,Jackson,60485,24185,7391,16794,36300,Georgia
13125,Glascock,3082,0,0,0,3082,Georgia
37025,Cabarrus,178011,143738,143551,187,34273,NorthCarolina
46063,Harding,1255,0,0,0,1255,SouthDakota
12067,Lafayette,8870,0,0,0,8870,Florida
48041,Brazos,194851,171345,171345,0,23506,Texas
48401,Rusk,53330,18200,3,18197,35130,Texas
19009,Audubon,6119,0,0,0,6119,Iowa
22075,Plaquemines Parish,23042,18540,14773,3767,4502,Louisiana
29067,Douglas,13684,2857,0,2857,10827,Missouri
51730,Petersburg city,32420,31737,31737,0,683,Virginia
5001,Arkansas,19019,12418,0,12418,6601,Arkansas
13243,Randolph,7719,3811,0,3811,3908,Georgia
48145,Falls,17866,5832,0,5832,12034,Texas
5075,Lawrence,17415,6346,0,6346,11069,Arkansas
39093,Lorain,301356,265983,249926,16057,35373,Ohio
48021,Bastrop,74171,26811,0,26811,47360,Texas
48397,Rockwall,78337,65775,65775,0,12562,Texas
32021,Mineral,4772,3249,0,3249,1523,Nevada
48393,Roberts,929,0,0,0,929,Texas
15007,Kauai,67091,58463,0,58463,8628,Hawaii
72037,Ceiba Municipio,13631,12021,12021,0,1610,PuertoRico
31107,Knox,8701,0,0,0,8701,Nebraska
53019,Ferry,7551,0,0,0,7551,Washington
13023,Bleckley,13063,6324,0,6324,6739,Georgia
36063,Niagara,216469,167892,124362,43530,48577,NewYork
27093,Meeker,23300,8034,0,8034,15266,Minnesota
16085,Valley,9862,0,0,0,9862,Idaho
27033,Cottonwood,11687,4409,0,4409,7278,Minnesota
1099,Monroe,23068,4834,0,4834,18234,Alabama
51005,Alleghany,16250,7736,0,7736,8514,Virginia
26089,Leelanau,21708,1897,0,1897,19811,Michigan
38023,Divide,2071,0,0,0,2071,NorthDakota
48319,Mason,4012,0,0,0,4012,Texas
47133,Overton,22083,3485,0,3485,18598,Tennessee
33001,Belknap,60088,20262,0,20262,39826,NewHampshire
12041,Gilchrist,16939,2724,0,2724,14215,Florida
26023,Branch,45248,16876,0,16876,28372,Michigan
48463,Uvalde,26405,18118,0,18118,8287,Texas
29133,Mississippi,14358,9663,0,9663,4695,Missouri
39039,Defiance,39037,21919,0,21919,17118,Ohio
2220,Sitka City and Borough,8881,7027,0,7027,1854,Alaska
5051,Garland,96024,60588,55103,5485,35436,Arkansas
48243,Jeff Davis,2342,0,0,0,2342,Texas
16029,Caribou,6963,2793,0,2793,4170,Idaho
12029,Dixie,16422,3773,0,3773,12649,Florida
36013,Chautauqua,134905,75732,0,75732,59173,NewYork
21221,Trigg,14339,2960,0,2960,11379,Kentucky
26029,Charlevoix,25949,7680,0,7680,18269,Michigan
13149,Heard,11834,0,0,0,11834,Georgia
30093,Silver Bow,34200,30287,0,30287,3913,Montana
23029,Washington,32856,2504,0,2504,30352,Maine
12045,Gulf,15863,3635,0,3635,12228,Florida
20199,Wallace,1485,0,0,0,1485,Kansas
31109,Lancaster,285407,261852,258719,3133,23555,Nebraska
42133,York,434972,327445,306069,21376,107527,Pennsylvania
1131,Wilcox,11670,0,0,0,11670,Alabama
27063,Jackson,10266,3169,0,3169,7097,Minnesota
13091,Dodge,21796,6053,0,6053,15743,Georgia
8001,Adams,441603,425615,425615,0,15988,Colorado
72129,San Lorenzo Municipio,41058,36451,36451,0,4607,PuertoRico
48271,Kinney,3598,2862,0,2862,736,Texas
39165,Warren,212693,175969,175969,0,36724,Ohio
24043,Washington,147430,103953,101406,2547,43477,Maryland
5033,Crawford,61948,29759,29759,0,32189,Arkansas
39049,Franklin,1163414,1147661,1145507,2154,15753,Ohio
39011,Auglaize,45949,27966,2113,25853,17983,Ohio
21063,Elliott,7852,0,0,0,7852,Kentucky
47117,Marshall,30617,10464,0,10464,20153,Tennessee
33003,Carroll,47818,4685,0,4685,43133,NewHampshire
18105,Monroe,137974,108657,108657,0,29317,Indiana
48443,Terrell,984,0,0,0,984,Texas
6081,San Mateo,718451,704865,684152,20713,13586,California
12127,Volusia,494593,445414,445414,0,49179,Florida
48121,Denton,662614,616855,587465,29390,45759,Texas
54039,Kanawha,193063,144434,140115,4319,48629,WestVirginia
48173,Glasscock,1226,0,0,0,1226,Texas
30037,Golden Valley,884,0,0,0,884,Montana
37091,Hertford,24669,7737,0,7737,16932,NorthCarolina
20071,Greeley,1247,0,0,0,1247,Kansas
40091,McIntosh,20252,2572,0,2572,17680,Oklahoma
27043,Faribault,14553,3257,0,3257,11296,Minnesota
24019,Dorchester,32618,14280,0,14280,18338,Maryland
38059,Morton,27471,18720,18720,0,8751,NorthDakota
1017,Chambers,34215,17399,0,17399,16816,Alabama
36079,Putnam,99710,79220,75944,3276,20490,NewYork
48325,Medina,46006,17687,0,17687,28319,Texas
26031,Cheboygan,26152,4517,0,4517,21635,Michigan
17041,Douglas,19980,7665,0,7665,12315,Illinois
1013,Butler,20947,6026,0,6026,14921,Alabama
1111,Randolph,22913,4275,0,4275,18638,Alabama
36089,St. Lawrence,111944,42548,0,42548,69396,NewYork
51099,King George,23584,6323,0,6323,17261,Virginia
22105,Tangipahoa Parish,121097,71533,65372,6161,49564,Louisiana
5045,Faulkner,113237,69346,65277,4069,43891,Arkansas
48165,Gaines,17526,6477,0,6477,11049,Texas
21005,Anderson,21421,12489,0,12489,8932,Kentucky
55051,Iron,5916,1905,0,1905,4011,Wisconsin
1035,Conecuh,13228,2520,0,2520,10708,Alabama
23003,Aroostook,71870,14183,0,14183,57687,Maine
20087,Jefferson,19126,226,226,0,18900,Kansas
27117,Pipestone,9596,4098,0,4098,5498,Minnesota
21003,Allen,19956,4251,0,4251,15705,Kentucky
22033,East Baton Rouge Parish,440171,409905,409905,0,30266,Louisiana
35019,Guadalupe,4687,2621,0,2621,2066,NewMexico
36041,Hamilton,4836,0,0,0,4836,NewYork
20103,Leavenworth,76227,54073,0,54073,22154,Kansas
39047,Fayette,29030,15168,0,15168,13862,Ohio
31179,Wayne,9595,5557,0,5557,4038,Nebraska
19181,Warren,46225,26831,8861,17970,19394,Iowa
40001,Adair,22683,3789,0,3789,18894,Oklahoma
22047,Iberville Parish,33387,13617,11477,2140,19770,Louisiana
17195,Whiteside,58498,36653,0,36653,21845,Illinois
21081,Grant,24662,8634,0,8634,16028,Kentucky
51660,Harrisonburg city,48914,48914,48914,0,0,Virginia
18115,Ohio,6128,0,0,0,6128,Indiana
22003,Allen Parish,25764,7878,0,7878,17886,Louisiana
36113,Warren,65707,43413,39868,3545,22294,NewYork
42085,Mercer,116638,64747,39043,25704,51891,Pennsylvania
26059,Hillsdale,46688,14414,0,14414,32274,Michigan
36039,Greene,49221,13220,140,13080,36001,NewYork
42067,Juniata,24636,4372,0,4372,20264,Pennsylvania
13071,Colquitt,45498,18677,0,18677,26821,Georgia
30007,Broadwater,5612,0,0,0,5612,Montana
8061,Kiowa,1398,0,0,0,1398,Colorado
13223,Paulding,142324,113784,110495,3289,28540,Georgia
42077,Lehigh,349497,321797,321797,0,27700,Pennsylvania
12077,Liberty,8365,0,0,0,8365,Florida
12115,Sarasota,379448,363054,363054,0,16394,Florida
54065,Morgan,17541,0,0,0,17541,WestVirginia
53017,Douglas,38431,28210,28210,0,10221,Washington
13073,Columbia,124053,103922,101217,2705,20131,Georgia
38091,Steele,1975,0,0,0,1975,NorthDakota
30067,Park,15636,8172,0,8172,7464,Montana
18167,Vigo,107848,82225,82225,0,25623,Indiana
55019,Clark,34690,2869,0,2869,31821,Wisconsin
30021,Dawson,8966,6494,0,6494,2472,Montana
45071,Newberry,37508,12059,13,12046,25449,SouthCarolina
19061,Dubuque,93653,68351,64767,3584,25302,Iowa
42069,Lackawanna,214437,179472,176661,2811,34965,Pennsylvania
53007,Chelan,72453,52728,39017,13711,19725,Washington
38105,Williams,22398,15127,0,15127,7271,NorthDakota
40145,Wagoner,73085,45701,37658,8043,27384,Oklahoma
6015,Del Norte,28610,18976,0,18976,9634,California
51047,Culpeper,46689,17778,0,17778,28911,Virginia
55093,Pierce,41019,19013,0,19013,22006,Wisconsin
55133,Waukesha,389891,351446,332755,18691,38445,Wisconsin
31111,Lincoln,36288,25213,0,25213,11075,Nebraska
5009,Boone,36903,13950,0,13950,22953,Arkansas
38055,McLean,8962,0,0,0,8962,NorthDakota
41009,Columbia,49351,27828,2354,25474,21523,Oregon
29105,Laclede,35571,14046,0,14046,21525,Missouri
47057,Grainger,22657,0,0,0,22657,Tennessee
46051,Grant,7356,3283,0,3283,4073,SouthDakota
27127,Redwood,16059,4958,0,4958,11101,Minnesota
20185,Stafford,4437,0,0,0,4437,Kansas
22029,Concordia Parish,20822,13856,0,13856,6966,Louisiana
48157,Fort Bend,585375,552970,547198,5772,32405,Texas
21123,Larue,14193,3413,0,3413,10780,Kentucky
27037,Dakota,398552,378900,355604,23296,19652,Minnesota
48477,Washington,33718,15682,0,15682,18036,Texas
17065,Hamilton,8457,2698,0,2698,5759,Illinois
37131,Northampton,22099,2350,0,2350,19749,NorthCarolina
33015,Rockingham,295223,221718,218228,3490,73505,NewHampshire
54067,Nicholas,26233,3369,0,3369,22864,WestVirginia
4001,Apache,71518,18551,0,18551,52967,Arizona
13205,Mitchell,23498,10689,0,10689,12809,Georgia
31065,Furnas,4959,0,0,0,4959,Nebraska
13217,Newton,99958,68727,68727,0,31231,Georgia
35013,Do?a Ana,209233,168871,159312,9559,40362,NewMexico
36031,Essex,39370,9899,0,9899,29471,NewYork
55113,Sawyer,16557,2616,0,2616,13941,Wisconsin
21057,Cumberland,6856,0,0,0,6856,Kentucky
26149,St. Joseph,61295,27934,0,27934,33361,Michigan
6039,Madera,150865,101193,78413,22780,49672,California
48205,Hartley,6062,2591,0,2591,3471,Texas
28005,Amite,13131,0,0,0,13131,Mississippi
26097,Mackinac,11113,2531,0,2531,8582,Michigan
72093,Maricao Municipio,6276,2697,0,2697,3579,PuertoRico
35007,Colfax,13750,6551,0,6551,7199,NewMexico
28009,Benton,8729,0,0,0,8729,Mississippi
47097,Lauderdale,27815,11498,0,11498,16317,Tennessee
27021,Cass,28567,0,0,0,28567,Minnesota
47019,Carter,57424,33900,33900,0,23524,Tennessee
47171,Unicoi,18313,10133,345,9788,8180,Tennessee
20127,Morris,5923,0,0,0,5923,Kansas
45087,Union,28961,10033,0,10033,18928,SouthCarolina
6067,Sacramento,1418788,1389531,1359243,30288,29257,California
53075,Whitman,44776,32449,0,32449,12327,Washington
30031,Gallatin,89513,59488,0,59488,30025,Montana
19131,Mitchell,10776,3535,0,3535,7241,Iowa
18157,Tippecanoe,172780,147725,147725,0,25055,Indiana
12039,Gadsden,46389,16060,622,15438,30329,Florida
18071,Jackson,42376,23844,0,23844,18532,Indiana
51173,Smyth,32208,7960,0,7960,24248,Virginia
8109,Saguache,6108,0,0,0,6108,Colorado
45013,Beaufort,162233,130360,68998,61362,31873,SouthCarolina
31001,Adams,31364,24312,0,24312,7052,Nebraska
47189,Wilson,113993,70143,42490,27653,43850,Tennessee
53029,Island,78506,41690,0,41690,36816,Washington
48089,Colorado,20874,7804,0,7804,13070,Texas
17013,Calhoun,5089,0,0,0,5089,Illinois
6073,San Diego,3095313,2993259,2964846,28413,102054,California
54025,Greenbrier,35480,10738,0,10738,24742,WestVirginia
6055,Napa,136484,118194,103379,14815,18290,California
51113,Madison,13308,0,0,0,13308,Virginia
28085,Lincoln,34869,10635,0,10635,24234,Mississippi
26151,Sanilac,43114,4226,1451,2775,38888,Michigan
8033,Dolores,2064,0,0,0,2064,Colorado
38083,Sheridan,1321,0,0,0,1321,NorthDakota
47101,Lewis,12161,3625,0,3625,8536,Tennessee
42003,Allegheny,1223348,1192932,1192932,0,30416,Pennsylvania
30107,Wheatland,2168,0,0,0,2168,Montana
19103,Johnson,130882,106621,106621,0,24261,Iowa
1109,Pike,32899,15897,0,15897,17002,Alabama
13151,Henry,203922,175672,175672,0,28250,Georgia
46005,Beadle,17398,12637,0,12637,4761,SouthDakota
20035,Cowley,36311,25055,0,25055,11256,Kansas
13163,Jefferson,16930,3273,0,3273,13657,Georgia
17131,Mercer,16434,3655,0,3655,12779,Illinois
17091,Kankakee,113449,85703,81926,3777,27746,Illinois
31003,Antelope,6685,0,0,0,6685,Nebraska
55115,Shawano,41949,10742,0,10742,31207,Wisconsin
18117,Orange,19840,3282,0,3282,16558,Indiana
18155,Switzerland,10613,0,0,0,10613,Indiana
38097,Traill,8121,0,0,0,8121,NorthDakota
12129,Wakulla,30776,11794,0,11794,18982,Florida
26027,Cass,52293,15070,8988,6082,37223,Michigan
26147,St. Clair,163040,100032,100028,4,63008,Michigan
55119,Taylor,20689,4046,0,4046,16643,Wisconsin
40071,Kay,46562,35166,0,35166,11396,Oklahoma
13007,Baker,3451,0,0,0,3451,Georgia
51043,Clarke,14034,4277,0,4277,9757,Virginia
18133,Putnam,37963,13362,0,13362,24601,Indiana
39113,Montgomery,535153,511974,507896,4078,23179,Ohio
